,ID,Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min),Age_Group,Time_Group
32373,0x5096 ,4.8,37,19:00-22:00,43,30-40,40-54
32374,0x4464 ,4.2,25,10:00-13:00,37,20-30,30-40
32375,0xc83a ,4.8,26,16:00-19:00,35,20-30,30-40
32376,0x36b1 ,4.7,24,22:00-23:59,28,20-30,20-30
32377,0xafe ,4.1,23,16:00-19:00,38,20-30,30-40
32378,0x6730 ,4.6,23,19:00-22:00,26,20-30,20-30
32379,0x80d0 ,4.9,33,22:00-23:59,25,30-40,20-30
32380,0x6cc8 ,4.7,36,16:00-19:00,35,30-40,30-40
32381,0x3ce2 ,4.6,30,19:00-22:00,36,30-40,30-40
32383,0xdddb ,4.7,23,13:00-16:00,27,20-30,20-30
32384,0xb0f5 ,4.9,34,16:00-19:00,31,30-40,30-40
32385,0x663e ,4.9,29,19:00-22:00,28,20-30,20-30
32386,0xc33 ,4.7,26,22:00-23:59,13,20-30,10-20
32387,0x3970 ,4.0,25,19:00-22:00,32,20-30,30-40
32388,0x7fd1 ,4.5,34,16:00-19:00,17,30-40,10-20
32389,0xd5b8 ,4.8,32,22:00-23:59,16,30-40,10-20
32391,0xe42 ,4.8,38,19:00-22:00,33,30-40,30-40
32392,0xe0b5 ,4.8,38,07:00-10:00,17,30-40,10-20
32393,0x3b57 ,4.6,20,16:00-19:00,29,20-30,20-30
32394,0x4c7d ,3.7,36,19:00-22:00,35,30-40,30-40
32395,0x53bb ,4.3,36,22:00-23:59,36,30-40,30-40
32396,0x48a8 ,4.2,30,19:00-22:00,33,30-40,30-40
32397,0xa1fd ,4.3,34,16:00-19:00,32,30-40,30-40
32398,0x710a ,4.3,35,16:00-19:00,38,30-40,30-40
32399,0xd88f ,4.9,22,13:00-16:00,23,20-30,20-30
32401,0xc6bd ,4.8,28,19:00-22:00,19,20-30,10-20
32402,0x5b47 ,4.2,39,22:00-23:59,24,30-40,20-30
32404,0xa7ba ,4.8,35,22:00-23:59,20,30-40,20-30
32405,0x8710 ,4.6,37,22:00-23:59,23,30-40,20-30
32406,0xcb84 ,4.9,26,22:00-23:59,23,20-30,20-30
32407,0x57a6 ,4.9,25,19:00-22:00,44,20-30,40-54
32408,0xc9a8 ,4.9,32,13:00-16:00,23,30-40,20-30
32409,0xa047 ,4.7,38,10:00-13:00,28,30-40,20-30
32410,0x7978 ,4.4,36,16:00-19:00,37,30-40,30-40
32411,0x1712 ,4.6,21,10:00-13:00,25,20-30,20-30
32412,0x1272 ,3.8,39,19:00-22:00,44,30-40,40-54
32414,0xb72a ,4.5,34,16:00-19:00,19,30-40,10-20
32415,0x35a6 ,4.2,31,19:00-22:00,47,30-40,40-54
32416,0x9362 ,4.8,23,10:00-13:00,21,20-30,20-30
32419,0xa7ed ,4.9,29,22:00-23:59,23,20-30,20-30
32420,0x28b1 ,4.6,28,13:00-16:00,21,20-30,20-30
32421,0x15b0 ,4.0,38,10:00-13:00,28,30-40,20-30
32422,0xc647 ,4.2,39,19:00-22:00,43,30-40,40-54
32424,0x2fe8 ,4.8,22,22:00-23:59,24,20-30,20-30
32425,0x72f6 ,4.4,29,07:00-10:00,15,20-30,10-20
32426,0x5079 ,4.0,38,16:00-19:00,31,30-40,30-40
32427,0x9a51 ,4.9,37,07:00-10:00,24,30-40,20-30
32428,0xa507 ,4.8,38,10:00-13:00,28,30-40,20-30
32429,0x4bed ,4.1,37,16:00-19:00,33,30-40,30-40
32430,0x6f7e ,4.7,21,19:00-22:00,22,20-30,20-30
32431,0x1044 ,4.9,28,16:00-19:00,27,20-30,20-30
32432,0x9e53 ,4.3,37,22:00-23:59,31,30-40,30-40
32433,0x83e4 ,5.0,27,16:00-19:00,20,20-30,20-30
32434,0xa61 ,4.1,36,16:00-19:00,37,30-40,30-40
32435,0xa219 ,4.7,37,13:00-16:00,30,30-40,30-40
32436,0xddff ,4.9,28,19:00-22:00,41,20-30,40-54
32437,0x4e7e ,4.8,23,19:00-22:00,20,20-30,20-30
32438,0xa165 ,4.9,28,19:00-22:00,33,20-30,30-40
32439,0x9492 ,4.5,25,19:00-22:00,24,20-30,20-30
32440,0xdb17 ,4.7,23,16:00-19:00,28,20-30,20-30
32442,0x458e ,4.8,39,10:00-13:00,38,30-40,30-40
32443,0x6ec4 ,4.8,35,16:00-19:00,18,30-40,10-20
32444,0x435c ,4.7,37,22:00-23:59,18,30-40,10-20
32445,0x98ac ,4.7,37,19:00-22:00,31,30-40,30-40
32446,0xc49 ,3.8,22,19:00-22:00,40,20-30,40-54
32448,0x7f59 ,4.6,27,19:00-22:00,41,20-30,40-54
32449,0x70cd ,4.1,22,22:00-23:59,29,20-30,20-30
32450,0x29b1 ,4.7,24,22:00-23:59,16,20-30,10-20
32451,0x4f05 ,4.9,33,22:00-23:59,26,30-40,20-30
32452,0xdbcb ,4.5,23,10:00-13:00,14,20-30,10-20
32453,0x87d1 ,4.7,20,19:00-22:00,26,20-30,20-30
32454,0x944e ,4.5,30,19:00-22:00,31,30-40,30-40
32455,0x8d5a ,3.6,36,16:00-19:00,36,30-40,30-40
32456,0x91df ,4.6,33,13:00-16:00,30,30-40,30-40
32457,0xc7a9 ,4.0,23,13:00-16:00,33,20-30,30-40
32458,0x4ac2 ,4.3,38,22:00-23:59,43,30-40,40-54
32459,0x2a14 ,4.9,39,10:00-13:00,33,30-40,30-40
32460,0x11ce ,5.0,28,10:00-13:00,20,20-30,20-30
32461,0xcb7b ,4.7,29,19:00-22:00,19,20-30,10-20
32462,0xb492 ,4.9,36,16:00-19:00,30,30-40,30-40
32463,0x12f6 ,5.0,30,16:00-19:00,31,30-40,30-40
32464,0x16ff ,4.6,23,19:00-22:00,29,20-30,20-30
32465,0x746f ,4.6,39,19:00-22:00,27,30-40,20-30
32466,0xc6dd ,4.8,29,16:00-19:00,26,20-30,20-30
32467,0xb6ea ,4.7,38,07:00-10:00,16,30-40,10-20
32468,0xd8da ,4.6,30,13:00-16:00,31,30-40,30-40
32469,0xb32b ,4.8,35,16:00-19:00,20,30-40,20-30
32472,0x6903 ,5.0,20,22:00-23:59,20,20-30,20-30
32474,0x9594 ,4.8,26,19:00-22:00,19,20-30,10-20
32475,0x396b ,4.6,36,19:00-22:00,45,30-40,40-54
32476,0x7b77 ,4.9,26,19:00-22:00,18,20-30,10-20
32478,0xbab7 ,4.8,31,22:00-23:59,31,30-40,30-40
32479,0x870f ,4.7,29,10:00-13:00,22,20-30,20-30
32480,0xcbc1 ,5.0,25,10:00-13:00,13,20-30,10-20
32481,0x132b ,5.0,22,22:00-23:59,22,20-30,20-30
32482,0xbbe5 ,4.7,38,16:00-19:00,18,30-40,10-20
32483,0xcbed ,4.7,26,16:00-19:00,19,20-30,10-20
32484,0x75b6 ,5.0,23,16:00-19:00,18,20-30,10-20
32485,0x9f57 ,4.6,25,19:00-22:00,20,20-30,20-30
32486,0x8b8c ,4.2,32,19:00-22:00,32,30-40,30-40
32487,0x2d75 ,4.7,36,19:00-22:00,28,30-40,20-30
32488,0x2867 ,4.5,38,10:00-13:00,21,30-40,20-30
32490,0xb074 ,4.7,27,07:00-10:00,17,20-30,10-20
32491,0x5719 ,4.0,27,16:00-19:00,38,20-30,30-40
32492,0x9707 ,4.3,32,19:00-22:00,33,30-40,30-40
32493,0x8d4a ,4.6,30,22:00-23:59,29,30-40,20-30
32494,0x9828 ,4.5,24,22:00-23:59,18,20-30,10-20
32495,0xc819 ,4.6,27,19:00-22:00,46,20-30,40-54
32496,0xbd52 ,4.7,37,19:00-22:00,25,30-40,20-30
32497,0x5d64 ,4.9,25,19:00-22:00,33,20-30,30-40
32498,0xbb7f ,4.7,27,10:00-13:00,19,20-30,10-20
32499,0x4b4f ,4.8,24,10:00-13:00,13,20-30,10-20
32500,0x2c13 ,4.9,37,22:00-23:59,18,30-40,10-20
32501,0xb597 ,4.0,31,19:00-22:00,47,30-40,40-54
32502,0x47b4 ,4.7,34,19:00-22:00,33,30-40,30-40
32503,0xa387 ,4.5,28,16:00-19:00,12,20-30,10-20
32504,0x2a8a ,4.8,39,22:00-23:59,20,30-40,20-30
32505,0xd2e9 ,4.6,33,22:00-23:59,19,30-40,10-20
32506,0x4b7b ,4.7,29,22:00-23:59,25,20-30,20-30
32507,0x6b7a ,4.7,20,19:00-22:00,21,20-30,20-30
32508,0xdedd ,4.1,30,10:00-13:00,34,30-40,30-40
32509,0xd813 ,4.6,27,19:00-22:00,31,20-30,30-40
32511,0x3ed6 ,4.8,33,16:00-19:00,33,30-40,30-40
32512,0x61d2 ,4.7,38,19:00-22:00,25,30-40,20-30
32514,0xd200 ,4.8,33,22:00-23:59,20,30-40,20-30
32515,0x2176 ,4.6,26,10:00-13:00,13,20-30,10-20
32516,0xaf5e ,4.7,30,19:00-22:00,19,30-40,10-20
32517,0x7613 ,3.7,39,16:00-19:00,32,30-40,30-40
32518,0x3d67 ,4.9,20,19:00-22:00,19,20-30,10-20
32519,0xde48 ,3.6,36,19:00-22:00,31,30-40,30-40
32521,0x9ef8 ,4.7,30,16:00-19:00,30,30-40,30-40
32523,0x5c79 ,4.7,22,22:00-23:59,17,20-30,10-20
32524,0xb897 ,4.6,20,19:00-22:00,26,20-30,20-30
32525,0x76d9 ,4.6,25,10:00-13:00,15,20-30,10-20
32526,0x79a7 ,4.6,27,19:00-22:00,23,20-30,20-30
32527,0xe22 ,4.8,38,19:00-22:00,26,30-40,20-30
32529,0x156d ,4.6,32,19:00-22:00,28,30-40,20-30
32530,0x31fb ,5.0,28,16:00-19:00,18,20-30,10-20
32531,0x47c1 ,4.6,32,19:00-22:00,25,30-40,20-30
32532,0xafec ,4.7,22,19:00-22:00,20,20-30,20-30
32533,0x6316 ,4.7,36,07:00-10:00,15,30-40,10-20
32534,0x5c01 ,4.9,27,10:00-13:00,12,20-30,10-20
32535,0xc906 ,4.9,30,22:00-23:59,28,30-40,20-30
32536,0x20c0 ,4.5,32,16:00-19:00,29,30-40,20-30
32537,0xcf58 ,4.9,28,22:00-23:59,23,20-30,20-30
32538,0x37bd ,4.7,25,22:00-23:59,17,20-30,10-20
32539,0x73ed ,4.5,39,19:00-22:00,27,30-40,20-30
32540,0x2823 ,4.8,34,13:00-16:00,23,30-40,20-30
32541,0x87df ,5.0,35,16:00-19:00,43,30-40,40-54
32542,0x28dc ,4.5,33,16:00-19:00,29,30-40,20-30
32543,0xd86 ,4.3,32,19:00-22:00,39,30-40,30-40
32544,0x2ad8 ,4.1,32,19:00-22:00,31,30-40,30-40
32546,0x95d5 ,4.8,36,19:00-22:00,36,30-40,30-40
32548,0xb1a4 ,4.9,26,16:00-19:00,23,20-30,20-30
32549,0xc42f ,4.9,26,16:00-19:00,11,20-30,10-20
32550,0xa8d6 ,4.6,26,13:00-16:00,26,20-30,20-30
32551,0xd77e ,4.3,34,19:00-22:00,41,30-40,40-54
32553,0xdcc8 ,4.8,27,07:00-10:00,24,20-30,20-30
32555,0x3738 ,4.5,21,10:00-13:00,28,20-30,20-30
32556,0xc48d ,5.0,35,16:00-19:00,32,30-40,30-40
32557,0x5824 ,5.0,22,19:00-22:00,35,20-30,30-40
32558,0x9422 ,4.6,22,19:00-22:00,29,20-30,20-30
32559,0x2678 ,5.0,26,07:00-10:00,23,20-30,20-30
32560,0x95f8 ,4.8,31,07:00-10:00,23,30-40,20-30
32561,0x5296 ,4.8,20,16:00-19:00,22,20-30,20-30
32562,0x9ea5 ,4.4,31,22:00-23:59,21,30-40,20-30
32563,0xbbef ,4.8,26,19:00-22:00,24,20-30,20-30
32564,0x4bd4 ,4.8,20,16:00-19:00,17,20-30,10-20
32565,0xae4a ,4.4,26,10:00-13:00,19,20-30,10-20
32566,0xa68d ,4.7,24,16:00-19:00,27,20-30,20-30
32567,0x93fd ,4.0,21,10:00-13:00,18,20-30,10-20
32568,0x28b8 ,3.6,31,16:00-19:00,38,30-40,30-40
32569,0x220e ,4.5,37,07:00-10:00,25,30-40,20-30
32571,0xccaa ,4.8,32,19:00-22:00,46,30-40,40-54
32572,0x8991 ,4.0,39,19:00-22:00,40,30-40,40-54
32573,0x1e9d ,4.9,25,16:00-19:00,18,20-30,10-20
32574,0xc1d1 ,4.6,34,07:00-10:00,28,30-40,20-30
32575,0xb0a6 ,4.5,29,16:00-19:00,29,20-30,20-30
32576,0x76e0 ,4.9,24,07:00-10:00,14,20-30,10-20
32577,0x5328 ,4.6,39,19:00-22:00,28,30-40,20-30
32578,0x4d68 ,3.6,36,16:00-19:00,34,30-40,30-40
32579,0xd1c6 ,4.4,37,19:00-22:00,34,30-40,30-40
32580,0x5c32 ,4.7,38,13:00-16:00,33,30-40,30-40
32581,0xdc2d ,4.9,26,16:00-19:00,27,20-30,20-30
32582,0x560f ,4.0,33,19:00-22:00,36,30-40,30-40
32583,0xc768 ,4.6,38,16:00-19:00,22,30-40,20-30
32584,0xaa33 ,4.7,20,19:00-22:00,31,20-30,30-40
32585,0xa1b ,4.0,36,19:00-22:00,33,30-40,30-40
32586,0x9e06 ,4.9,25,19:00-22:00,18,20-30,10-20
32587,0xb8de ,4.8,27,22:00-23:59,24,20-30,20-30
32588,0xcd9f ,4.6,32,07:00-10:00,27,30-40,20-30
32589,0x4a9f ,4.2,38,19:00-22:00,46,30-40,40-54
32590,0x5bbc ,4.3,22,10:00-13:00,16,20-30,10-20
32591,0x8d2a ,4.6,37,16:00-19:00,17,30-40,10-20
32592,0x7ea1 ,4.4,20,19:00-22:00,37,20-30,30-40
32593,0xa64e ,5.0,35,22:00-23:59,20,30-40,20-30
32594,0x7645 ,4.6,31,16:00-19:00,44,30-40,40-54
32596,0xa6c3 ,4.5,24,19:00-22:00,18,20-30,10-20
32597,0x79a4 ,4.9,38,10:00-13:00,18,30-40,10-20
32598,0x77a7 ,4.7,38,19:00-22:00,25,30-40,20-30
32599,0x1ba6 ,4.5,24,07:00-10:00,13,20-30,10-20
32600,0x7baf ,4.4,37,16:00-19:00,42,30-40,40-54
32601,0xc762 ,3.5,35,22:00-23:59,39,30-40,30-40
32602,0xa4a0 ,4.6,34,22:00-23:59,27,30-40,20-30
32603,0x2eb4 ,4.7,31,22:00-23:59,15,30-40,10-20
32606,0x9733 ,4.2,34,22:00-23:59,42,30-40,40-54
32607,0xd630 ,4.6,34,10:00-13:00,24,30-40,20-30
32608,0x4bc3 ,4.3,30,22:00-23:59,27,30-40,20-30
32609,0x1af2 ,4.6,26,07:00-10:00,19,20-30,10-20
32610,0xbc05 ,5.0,24,22:00-23:59,15,20-30,10-20
32611,0xf1a ,4.9,20,19:00-22:00,25,20-30,20-30
32612,0x3aa3 ,4.7,30,16:00-19:00,15,30-40,10-20
32613,0xadda ,5.0,21,16:00-19:00,18,20-30,10-20
32614,0xd391 ,4.8,31,10:00-13:00,28,30-40,20-30
32615,0x79e9 ,4.7,33,19:00-22:00,30,30-40,30-40
32616,0x7a22 ,5.0,37,16:00-19:00,26,30-40,20-30
32617,0x4630 ,5.0,27,16:00-19:00,21,20-30,20-30
32619,0x5344 ,4.7,20,19:00-22:00,15,20-30,10-20
32620,0xb74d ,4.9,38,16:00-19:00,26,30-40,20-30
32622,0x55a2 ,4.7,34,00:00-04:00,19,30-40,10-20
32623,0xbc1f ,4.9,20,22:00-23:59,14,20-30,10-20
32624,0xb04d ,5.0,36,19:00-22:00,38,30-40,30-40
32625,0x851e ,4.9,23,19:00-22:00,33,20-30,30-40
32626,0x8a9c ,4.8,23,19:00-22:00,28,20-30,20-30
32627,0x8bec ,4.8,37,16:00-19:00,44,30-40,40-54
32628,0x54a7 ,4.5,25,16:00-19:00,28,20-30,20-30
32629,0x1624 ,5.0,22,22:00-23:59,26,20-30,20-30
32630,0x14b2 ,4.6,29,00:00-04:00,21,20-30,20-30
32631,0x12af ,4.6,29,19:00-22:00,30,20-30,30-40
32632,0x87d8 ,4.5,26,16:00-19:00,25,20-30,20-30
32633,0x209b ,4.7,24,13:00-16:00,11,20-30,10-20
32634,0x2c71 ,4.9,34,22:00-23:59,19,30-40,10-20
32635,0x646e ,4.2,35,10:00-13:00,33,30-40,30-40
32636,0xd3d8 ,4.9,29,13:00-16:00,23,20-30,20-30
32637,0x2a7e ,4.9,23,19:00-22:00,20,20-30,20-30
32638,0xb74f ,4.3,23,16:00-19:00,32,20-30,30-40
32639,0xebd ,4.6,23,10:00-13:00,18,20-30,10-20
32640,0x36ca ,4.6,37,16:00-19:00,31,30-40,30-40
32641,0x367c ,4.8,37,07:00-10:00,18,30-40,10-20
32642,0x65f9 ,4.5,25,22:00-23:59,16,20-30,10-20
32645,0xd165 ,4.8,37,13:00-16:00,30,30-40,30-40
32646,0xe86 ,4.5,34,19:00-22:00,35,30-40,30-40
32647,0xa057 ,4.5,30,16:00-19:00,30,30-40,30-40
32648,0x7752 ,4.8,25,10:00-13:00,17,20-30,10-20
32649,0x8e58 ,4.8,38,22:00-23:59,21,30-40,20-30
32650,0x436c ,4.7,30,10:00-13:00,20,30-40,20-30
32651,0x6760 ,4.6,29,22:00-23:59,11,20-30,10-20
32652,0x27bf ,4.8,36,22:00-23:59,19,30-40,10-20
32653,0x7efc ,5.0,38,16:00-19:00,30,30-40,30-40
32654,0xdfb2 ,4.6,23,10:00-13:00,33,20-30,30-40
32655,0x6915 ,4.8,29,16:00-19:00,25,20-30,20-30
32656,0xc7b6 ,4.6,38,16:00-19:00,26,30-40,20-30
32657,0xac9b ,4.0,24,19:00-22:00,32,20-30,30-40
32658,0x4f55 ,4.8,23,19:00-22:00,42,20-30,40-54
32660,0xa3e1 ,4.6,37,16:00-19:00,30,30-40,30-40
32661,0x7076 ,5.0,28,19:00-22:00,38,20-30,30-40
32662,0x9ae4 ,4.3,36,10:00-13:00,31,30-40,30-40
32663,0xb75b ,4.6,28,19:00-22:00,27,20-30,20-30
32664,0x71c8 ,4.5,26,00:00-04:00,28,20-30,20-30
32665,0x8be4 ,4.2,37,07:00-10:00,25,30-40,20-30
32666,0x1da5 ,4.9,34,22:00-23:59,26,30-40,20-30
32668,0xa8b ,4.5,38,07:00-10:00,20,30-40,20-30
32669,0x84fa ,4.7,23,19:00-22:00,28,20-30,20-30
32671,0x65b ,4.1,25,10:00-13:00,36,20-30,30-40
32672,0xcd7a ,5.0,25,22:00-23:59,10,20-30,10-20
32673,0x773b ,4.6,32,10:00-13:00,27,30-40,20-30
32674,0xb7c0 ,4.7,36,22:00-23:59,22,30-40,20-30
32675,0x747c ,5.0,31,19:00-22:00,44,30-40,40-54
32676,0x6161 ,4.2,30,19:00-22:00,47,30-40,40-54
32677,0xd4e2 ,4.4,36,22:00-23:59,36,30-40,30-40
32678,0x1685 ,4.6,27,19:00-22:00,29,20-30,20-30
32679,0x6a29 ,4.9,22,13:00-16:00,36,20-30,30-40
32680,0x216d ,4.6,23,10:00-13:00,27,20-30,20-30
32681,0xd97e ,4.9,28,00:00-04:00,17,20-30,10-20
32682,0xc468 ,4.1,32,16:00-19:00,37,30-40,30-40
32683,0x1d57 ,4.9,37,19:00-22:00,26,30-40,20-30
32684,0xc9e ,4.8,20,19:00-22:00,21,20-30,20-30
32685,0x543e ,4.6,36,22:00-23:59,27,30-40,20-30
32686,0xb9be ,4.5,37,07:00-10:00,29,30-40,20-30
32688,0x9f3b ,4.7,27,22:00-23:59,10,20-30,10-20
32689,0xd0b5 ,4.8,33,00:00-04:00,29,30-40,20-30
32690,0x4d46 ,4.8,31,10:00-13:00,23,30-40,20-30
32691,0x1a46 ,4.6,36,10:00-13:00,24,30-40,20-30
32693,0x1c89 ,4.8,26,16:00-19:00,32,20-30,30-40
32694,0x3a96 ,4.6,35,19:00-22:00,25,30-40,20-30
32695,0x4101 ,4.9,37,16:00-19:00,16,30-40,10-20
32696,0x8213 ,4.7,24,19:00-22:00,27,20-30,20-30
32698,0x3450 ,3.6,31,22:00-23:59,32,30-40,30-40
32699,0x488a ,4.8,25,19:00-22:00,37,20-30,30-40
32700,0xc4f6 ,4.7,29,13:00-16:00,21,20-30,20-30
32701,0xc058 ,4.7,34,07:00-10:00,20,30-40,20-30
32702,0xd33f ,4.3,24,19:00-22:00,31,20-30,30-40
32703,0x2db7 ,4.7,27,22:00-23:59,20,20-30,20-30
32704,0xe0fe ,4.5,38,16:00-19:00,37,30-40,30-40
32705,0x58aa ,4.7,29,19:00-22:00,28,20-30,20-30
32706,0xa7ec ,4.7,24,22:00-23:59,18,20-30,10-20
32707,0x147f ,4.8,34,07:00-10:00,21,30-40,20-30
32709,0x80ba ,4.6,21,10:00-13:00,10,20-30,10-20
32710,0xaff1 ,3.5,32,16:00-19:00,33,30-40,30-40
32711,0x83a7 ,4.6,22,16:00-19:00,30,20-30,30-40
32712,0xa77b ,4.8,22,22:00-23:59,17,20-30,10-20
32713,0x3435 ,4.6,23,19:00-22:00,39,20-30,30-40
32714,0x2901 ,4.8,29,16:00-19:00,19,20-30,10-20
32715,0xc830 ,4.5,25,10:00-13:00,27,20-30,20-30
32716,0x2fd1 ,4.9,23,16:00-19:00,20,20-30,20-30
32717,0x7e5d ,4.7,34,07:00-10:00,26,30-40,20-30
32718,0x6f7f ,4.1,22,19:00-22:00,39,20-30,30-40
32720,0x1a2a ,4.4,38,22:00-23:59,48,30-40,40-54
32721,0x7f09 ,4.8,31,16:00-19:00,36,30-40,30-40
32722,0xa1e6 ,4.6,29,10:00-13:00,17,20-30,10-20
32723,0x2ed4 ,4.8,24,22:00-23:59,25,20-30,20-30
32724,0x4b59 ,4.3,33,19:00-22:00,38,30-40,30-40
32725,0xa95e ,4.9,34,16:00-19:00,26,30-40,20-30
32726,0x5dbf ,4.8,32,22:00-23:59,24,30-40,20-30
32727,0x1106 ,4.7,24,16:00-19:00,22,20-30,20-30
32728,0x449f ,4.8,20,22:00-23:59,16,20-30,10-20
32729,0xe039 ,4.8,31,16:00-19:00,23,30-40,20-30
32730,0xd069 ,4.0,39,19:00-22:00,31,30-40,30-40
32731,0xd3a0 ,4.6,29,16:00-19:00,20,20-30,20-30
32732,0xbf6b ,4.9,25,22:00-23:59,25,20-30,20-30
32733,0x9d59 ,4.7,21,10:00-13:00,19,20-30,10-20
32735,0x92ba ,4.9,39,07:00-10:00,21,30-40,20-30
32736,0x15bf ,4.7,20,19:00-22:00,24,20-30,20-30
32737,0x37af ,4.6,24,19:00-22:00,23,20-30,20-30
32738,0x2e48 ,4.3,30,22:00-23:59,36,30-40,30-40
32739,0x830f ,4.7,31,16:00-19:00,33,30-40,30-40
32740,0xd328 ,5.0,37,22:00-23:59,24,30-40,20-30
32741,0xb91 ,4.4,37,19:00-22:00,34,30-40,30-40
32742,0x1768 ,5.0,37,22:00-23:59,23,30-40,20-30
32743,0x1703 ,4.6,24,07:00-10:00,13,20-30,10-20
32744,0x3be2 ,4.5,36,22:00-23:59,21,30-40,20-30
32745,0x7a9f ,4.2,38,10:00-13:00,33,30-40,30-40
32746,0x4ccd ,5.0,39,22:00-23:59,19,30-40,10-20
32747,0x634f ,4.8,24,13:00-16:00,19,20-30,10-20
32748,0x694a ,4.8,29,19:00-22:00,27,20-30,20-30
32749,0x7ce3 ,4.9,20,13:00-16:00,16,20-30,10-20
32750,0xdfa6 ,5.0,38,10:00-13:00,33,30-40,30-40
32751,0x1c3a ,5.0,30,22:00-23:59,16,30-40,10-20
32752,0xd518 ,4.0,36,19:00-22:00,38,30-40,30-40
32753,0x6ea3 ,4.9,25,19:00-22:00,15,20-30,10-20
32754,0x98de ,4.9,21,19:00-22:00,22,20-30,20-30
32756,0x9050 ,4.6,36,19:00-22:00,26,30-40,20-30
32757,0x22a6 ,4.8,36,10:00-13:00,16,30-40,10-20
32758,0x77b8 ,4.6,33,10:00-13:00,27,30-40,20-30
32759,0x1107 ,4.8,21,13:00-16:00,28,20-30,20-30
32761,0x78f4 ,4.8,25,07:00-10:00,19,20-30,10-20
32762,0xda8e ,4.8,31,10:00-13:00,27,30-40,20-30
32763,0xd183 ,4.2,34,22:00-23:59,22,30-40,20-30
32764,0x822b ,4.9,25,13:00-16:00,23,20-30,20-30
32765,0x350c ,4.9,28,10:00-13:00,25,20-30,20-30
32766,0xdc6b ,4.7,24,19:00-22:00,21,20-30,20-30
32767,0x2a0d ,4.5,29,19:00-22:00,19,20-30,10-20
32768,0x9912 ,4.8,32,07:00-10:00,26,30-40,20-30
32769,0xb3a9 ,4.7,31,16:00-19:00,23,30-40,20-30
32770,0x803 ,4.6,31,10:00-13:00,24,30-40,20-30
32771,0x3c9f ,4.6,22,19:00-22:00,28,20-30,20-30
32772,0x307a ,4.2,26,16:00-19:00,31,20-30,30-40
32773,0x27ed ,4.9,25,16:00-19:00,24,20-30,20-30
32774,0x2be2 ,4.8,38,07:00-10:00,26,30-40,20-30
32775,0x9683 ,5.0,21,22:00-23:59,26,20-30,20-30
32776,0xa74e ,5.0,30,16:00-19:00,43,30-40,40-54
32777,0x8b3a ,4.8,33,07:00-10:00,19,30-40,10-20
32778,0xb44f ,3.8,38,22:00-23:59,31,30-40,30-40
32779,0x8935 ,4.1,32,16:00-19:00,42,30-40,40-54
32780,0xdee8 ,4.7,27,16:00-19:00,27,20-30,20-30
32781,0x6826 ,4.8,23,22:00-23:59,12,20-30,10-20
32782,0x605a ,4.9,24,22:00-23:59,24,20-30,20-30
32783,0x707c ,4.8,27,19:00-22:00,26,20-30,20-30
32784,0xd41c ,4.7,28,13:00-16:00,24,20-30,20-30
32785,0xd7a4 ,5.0,39,22:00-23:59,15,30-40,10-20
32786,0x395a ,4.7,35,22:00-23:59,22,30-40,20-30
32787,0x54ca ,4.9,20,13:00-16:00,39,20-30,30-40
32788,0xde6a ,3.6,36,19:00-22:00,40,30-40,40-54
32789,0x68d0 ,4.7,31,16:00-19:00,34,30-40,30-40
32790,0x9aaf ,4.7,28,16:00-19:00,21,20-30,20-30
32791,0x62cd ,4.7,24,16:00-19:00,21,20-30,20-30
32792,0x171d ,4.7,22,19:00-22:00,26,20-30,20-30
32793,0x65da ,4.6,25,19:00-22:00,26,20-30,20-30
32795,0x65d4 ,5.0,22,16:00-19:00,12,20-30,10-20
32796,0x638c ,4.9,31,19:00-22:00,33,30-40,30-40
32797,0xb64d ,4.6,26,10:00-13:00,13,20-30,10-20
32798,0x3799 ,4.6,35,16:00-19:00,30,30-40,30-40
32799,0xb53d ,4.1,38,00:00-04:00,25,30-40,20-30
32800,0x956d ,4.9,20,19:00-22:00,27,20-30,20-30
32801,0x2a1f ,4.6,33,16:00-19:00,25,30-40,20-30
32802,0x14f4 ,4.9,28,19:00-22:00,16,20-30,10-20
32803,0x717e ,4.8,37,10:00-13:00,25,30-40,20-30
32804,0x133c ,4.8,22,16:00-19:00,23,20-30,20-30
32805,0x2abc ,4.8,20,16:00-19:00,24,20-30,20-30
32806,0xa6c4 ,4.3,31,19:00-22:00,33,30-40,30-40
32807,0xad87 ,4.5,31,13:00-16:00,29,30-40,20-30
32808,0xc9c8 ,4.8,39,16:00-19:00,29,30-40,20-30
32809,0x5cf8 ,4.8,26,22:00-23:59,22,20-30,20-30
32812,0x42a5 ,4.7,30,16:00-19:00,34,30-40,30-40
32813,0x6ddc ,4.6,29,19:00-22:00,27,20-30,20-30
32814,0x90cf ,4.6,38,16:00-19:00,47,30-40,40-54
32815,0x7c52 ,4.9,28,19:00-22:00,34,20-30,30-40
32816,0x6928 ,4.6,27,22:00-23:59,19,20-30,10-20
32817,0x78f3 ,4.9,30,16:00-19:00,25,30-40,20-30
32818,0x40a5 ,4.7,22,19:00-22:00,22,20-30,20-30
32819,0x4a82 ,4.6,29,10:00-13:00,17,20-30,10-20
32820,0x6f6f ,4.6,34,10:00-13:00,23,30-40,20-30
32821,0x37e0 ,4.7,22,19:00-22:00,16,20-30,10-20
32822,0xd7c4 ,5.0,25,07:00-10:00,22,20-30,20-30
