Festival,Order_Date,Time_taken(min),time_periods,Road_traffic_density,Order_Date_period
No ,2022-04-05,47,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-03,21,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-01,23,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-30,21,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-01,28,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,43,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-14,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-17,15,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-24,31,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-13,24,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-24,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-05,33,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-23,22,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-02,27,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-19,31,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-28,20,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-05,37,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-03,30,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,41,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-03,20,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-02,33,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-02,24,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-11,28,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-05,38,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-07,18,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-14,18,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-15,31,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-03,40,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-23,41,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-03,29,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-06,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-02,26,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-15,14,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-11,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-04,31,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-08,36,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-01,30,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-02-11,33,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-04-02,43,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-24,33,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-28,20,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-14,19,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,30,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-19,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-02,29,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-15,27,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-13,26,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-30,16,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-17,31,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-03-28,20,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-03,20,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-05,19,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-12,45,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-10,18,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,31,22:00-23:59,Jam,2022-03-20 - 2022-03-31
No ,2022-03-24,22,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-11,13,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-11,22,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-19,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-11,19,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-21,18,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-07,20,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-13,28,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-28,21,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-03,17,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-16,38,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-05,33,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-29,29,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-04,18,22:00-23:59,Low,2022-03-01 - 2022-03-10
Yes ,2022-02-12,46,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-06,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-17,33,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-24,19,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-03,13,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-03,18,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-19,47,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-01,33,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-19,12,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-04,20,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-18,19,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-29,25,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-19,21,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-17,34,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-02-14,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-03,33,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-14,25,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,20,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-11,13,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-17,19,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-02,32,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-30,19,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-16,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-02,30,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-18,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-24,15,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-04-01,23,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-26,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-27,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-12,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-04,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-09,20,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,15,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,12,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-15,28,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,29,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-18,23,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-29,17,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-21,27,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-05,23,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-08,43,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-28,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-04,39,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-05,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-11,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-03,23,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-11,11,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-11,26,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-14,41,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-11,24,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-24,28,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-15,32,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-20,35,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-10,29,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-13,23,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,23,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-23,22,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-03,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-27,24,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-18,17,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-09,19,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-10,27,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-05,18,10:00-13:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-04-06,38,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-24,25,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-02-18,46,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-08,40,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-25,18,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-15,28,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-15,29,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-13,14,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-21,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-08,34,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-14,34,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-15,33,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-02-15,27,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-12,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-18,22,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-30,31,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-23,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-27,18,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-29,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-13,27,07:00-10:00,Low,2022-02-10 - 2022-02-20
Yes ,2022-03-04,46,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-05,16,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-10,17,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-06,37,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-23,20,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-06,44,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-25,18,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-05,18,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-23,25,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-13,13,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,42,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-14,39,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-31,27,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-29,15,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-03,42,22:00-23:59,Jam,2022-04-01 - 2022-04-10
No ,2022-02-17,24,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-15,27,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-05,19,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-04-04,15,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-10,25,19:00-22:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,15,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-07,18,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-17,28,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-04-03,30,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-17,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-11,21,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-28,15,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-03,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,19,00:00-04:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,14,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-06,38,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-06,33,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-23,44,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-02,28,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-20,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,21,00:00-04:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-10,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-06,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,11,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-05,19,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-19,33,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-11,23,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-05,20,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-27,32,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-21,18,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-19,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-01,18,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-03,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-15,30,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-23,35,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-19,30,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-17,17,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-20,21,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,20,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-12,11,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-01,19,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-09,30,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-15,33,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-28,25,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-17,26,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-17,32,19:00-22:00,Jam,2022-03-10 - 2022-03-20
Yes ,2022-03-12,42,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-15,30,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-04,38,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-30,31,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-10,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-04,28,00:00-04:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-28,25,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-19,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-07,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-30,36,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-13,10,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-21,27,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-18,22,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-08,44,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-06,47,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-02-18,36,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-18,29,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-07,36,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-11,27,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-18,17,00:00-04:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-12,37,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-09,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-16,21,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-12,27,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-07,29,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-08,10,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,29,00:00-04:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-01,23,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-05,24,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-14,32,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-05,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-05,16,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-08,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-16,32,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-26,37,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-13,21,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-02-13,20,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-16,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-05,20,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,37,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-10,28,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-01,18,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-11,21,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-26,10,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-16,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-25,30,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-19,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-31,39,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-28,19,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-15,27,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-17,20,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-09,26,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-25,39,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-16,48,22:00-23:59,Jam,2022-03-10 - 2022-03-20
No ,2022-03-09,36,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-01,17,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-08,25,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-02,38,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-12,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-19,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-04,22,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-09,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-14,23,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-17,31,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-13,20,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-16,25,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-24,19,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-30,21,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-06,24,19:00-22:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-05,23,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-02,36,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-12,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-15,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-15,34,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-03,23,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-05,13,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,21,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-07,33,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-30,19,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-01,19,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-28,27,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-19,16,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-02-13,33,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-30,16,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-18,38,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-29,15,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-03,22,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-12,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-05,16,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,27,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-01,28,13:00-16:00,High,2022-03-01 - 2022-03-10
No ,2022-03-03,19,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-13,27,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-02-11,22,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-13,23,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-04-03,25,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-02-12,21,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-04,19,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-24,26,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-02,23,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-04-03,24,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-23,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-04,31,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-31,24,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-11,26,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-08,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-02,43,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-09,19,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-04,31,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-18,42,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-18,27,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-13,12,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-20,24,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-19,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-13,24,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-02-13,15,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-29,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-05,39,13:00-16:00,High,2022-04-01 - 2022-04-10
Yes ,2022-02-12,40,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-27,34,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-06,21,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-30,21,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-31,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-30,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-01,12,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-13,33,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-05,13,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-04-02,30,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-15,25,00:00-04:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,27,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-07,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-20,16,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-24,25,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-24,23,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-01,24,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-01,33,19:00-22:00,Jam,2022-03-01 - 2022-03-10
